# OpenSignals Text File Format
# {"98:D3:51:FD:8E:66":{"sensor":["RAW","RESPBIT"],"device name":"98:D3:51:FD:8E:66","column":["nSeq","I1","I2","O1","O2","A1","A3"],"sync interval":2,"time":"00:40:01","comments":"","device connection":"BTH98:D3:51:FD:8E:66","channels":[1,3],"date":"2021-09-19","mode":0,"digital IO":[0,0,1,1],"firmware version":0,"device":"bitalino_rev","position":0,"sampling rate":100,"label":["A1","A3"],"resolution":[10,10],"special":[{},{}]}}
# EndOfHeader
0	0	0	0	0	511	298
1	0	0	0	0	511	296
2	0	0	0	0	510	293
3	0	0	0	0	511	292
4	0	0	0	0	511	289
5	0	0	0	0	511	289
6	0	0	0	0	510	287
7	0	0	0	0	510	287
8	0	0	0	0	510	286
9	0	0	0	0	510	286
10	0	0	0	0	510	285
11	0	0	0	0	510	283
12	0	0	0	0	510	283
13	0	0	0	0	510	283
14	0	0	0	0	510	283
15	0	0	0	0	511	281
0	0	0	0	0	512	281
1	0	0	0	0	510	280
2	0	0	0	0	511	278
3	0	0	0	0	512	276
4	0	0	0	0	512	275
5	0	0	0	0	512	275
6	0	0	0	0	511	275
7	0	0	0	0	510	274
8	0	0	0	0	511	274
9	0	0	0	0	510	275
10	0	0	0	0	509	274
11	0	0	0	0	509	273
12	0	0	0	0	509	272
13	0	0	0	0	510	272
14	0	0	0	0	509	271
15	0	0	0	0	509	271
0	0	0	0	0	510	269
1	0	0	0	0	510	270
2	0	0	0	0	510	270
3	0	0	0	0	511	269
4	0	0	0	0	511	269
5	0	0	0	0	513	269
6	0	0	0	0	515	269
7	0	0	0	0	515	269
8	0	0	0	0	516	268
9	0	0	0	0	516	268
10	0	0	0	0	516	269
11	0	0	0	0	516	269
12	0	0	0	0	516	270
13	0	0	0	0	515	272
14	0	0	0	0	513	272
15	0	0	0	0	512	273
0	0	0	0	0	512	273
1	0	0	0	0	510	275
2	0	0	0	0	509	276
3	0	0	0	0	509	278
4	0	0	0	0	508	279
5	0	0	0	0	508	280
6	0	0	0	0	508	281
7	0	0	0	0	508	283
8	0	0	0	0	508	283
9	0	0	0	0	508	284
10	0	0	0	0	509	285
11	0	0	0	0	509	285
12	0	0	0	0	510	284
13	0	0	0	0	510	284
14	0	0	0	0	511	285
15	0	0	0	0	510	285
0	0	0	0	0	510	284
1	0	0	0	0	511	284
2	0	0	0	0	509	284
3	0	0	0	0	508	285
4	0	0	0	0	509	286
5	0	0	0	0	508	286
6	0	0	0	0	509	287
7	0	0	0	0	511	289
8	0	0	0	0	510	289
9	0	0	0	0	509	289
10	0	0	0	0	511	289
11	0	0	0	0	512	290
12	0	0	0	0	511	291
13	0	0	0	0	511	293
14	0	0	0	0	512	295
15	0	0	0	0	512	295
0	0	0	0	0	513	295
1	0	0	0	0	513	294
2	0	0	0	0	514	294
3	0	0	0	0	515	294
4	0	0	0	0	515	295
5	0	0	0	0	513	296
6	0	0	0	0	512	297
7	0	0	0	0	511	298
8	0	0	0	0	510	299
9	0	0	0	0	508	299
10	0	0	0	0	507	300
11	0	0	0	0	506	300
12	0	0	0	0	506	300
13	0	0	0	0	507	300
14	0	0	0	0	506	300
15	0	0	0	0	506	300
0	0	0	0	0	507	300
1	0	0	0	0	507	300
2	0	0	0	0	508	301
3	0	0	0	0	510	301
4	0	0	0	0	512	301
5	0	0	0	0	514	300
6	0	0	0	0	515	301
7	0	0	0	0	515	301
8	0	0	0	0	516	301
9	0	0	0	0	516	301
10	0	0	0	0	515	302
11	0	0	0	0	514	302
12	0	0	0	0	514	303
13	0	0	0	0	512	303
14	0	0	0	0	511	304
15	0	0	0	0	511	305
0	0	0	0	0	511	306
1	0	0	0	0	510	306
2	0	0	0	0	510	306
3	0	0	0	0	510	307
4	0	0	0	0	510	307
5	0	0	0	0	510	307
6	0	0	0	0	508	307
7	0	0	0	0	509	307
8	0	0	0	0	509	307
9	0	0	0	0	510	307
10	0	0	0	0	510	307
11	0	0	0	0	510	308
12	0	0	0	0	511	309
13	0	0	0	0	511	310
14	0	0	0	0	511	310
15	0	0	0	0	510	311
0	0	0	0	0	509	311
1	0	0	0	0	508	312
2	0	0	0	0	507	311
3	0	0	0	0	508	312
4	0	0	0	0	510	312
5	0	0	0	0	511	312
6	0	0	0	0	510	312
7	0	0	0	0	511	313
8	0	0	0	0	511	314
9	0	0	0	0	511	315
