# OpenSignals Text File Format
# {"98:D3:51:FD:8E:66":{"sensor":["RAW","RESPBIT"],"device name":"98:D3:51:FD:8E:66","column":["nSeq","I1","I2","O1","O2","A1","A3"],"sync interval":2,"time":"00:37:07","comments":"","device connection":"BTH98:D3:51:FD:8E:66","channels":[1,3],"date":"2021-09-19","mode":0,"digital IO":[0,0,1,1],"firmware version":0,"device":"bitalino_rev","position":0,"sampling rate":100,"label":["A1","A3"],"resolution":[10,10],"special":[{},{}]}}
# EndOfHeader
0	0	0	0	0	441	354
1	0	0	0	0	488	356
2	0	0	0	0	530	357
3	0	0	0	0	568	360
4	0	0	0	0	596	361
5	0	0	0	0	615	363
6	0	0	0	0	623	364
7	0	0	0	0	622	365
8	0	0	0	0	612	366
9	0	0	0	0	594	367
10	0	0	0	0	571	368
11	0	0	0	0	544	370
12	0	0	0	0	515	371
13	0	0	0	0	485	371
14	0	0	0	0	457	372
15	0	0	0	0	430	372
0	0	0	0	0	407	373
1	0	0	0	0	389	374
2	0	0	0	0	376	374
3	0	0	0	0	368	374
4	0	0	0	0	364	373
5	0	0	0	0	364	371
6	0	0	0	0	367	370
7	0	0	0	0	374	369
8	0	0	0	0	383	368
9	0	0	0	0	393	368
10	0	0	0	0	405	369
11	0	0	0	0	417	370
12	0	0	0	0	429	371
13	0	0	0	0	438	372
14	0	0	0	0	447	373
15	0	0	0	0	459	375
0	0	0	0	0	476	376
1	0	0	0	0	504	378
2	0	0	0	0	546	380
3	0	0	0	0	602	381
4	0	0	0	0	669	383
5	0	0	0	0	739	384
6	0	0	0	0	806	385
7	0	0	0	0	864	385
8	0	0	0	0	907	386
9	0	0	0	0	931	389
10	0	0	0	0	934	391
11	0	0	0	0	916	393
12	0	0	0	0	881	396
13	0	0	0	0	830	400
14	0	0	0	0	767	404
15	0	0	0	0	696	410
0	0	0	0	0	620	416
1	0	0	0	0	544	423
2	0	0	0	0	472	429
3	0	0	0	0	409	437
4	0	0	0	0	355	445
5	0	0	0	0	313	454
6	0	0	0	0	281	463
7	0	0	0	0	263	473
8	0	0	0	0	260	485
9	0	0	0	0	269	497
10	0	0	0	0	289	509
11	0	0	0	0	321	522
